id,lemma_key,word,standardized,chinese,phonetic,phrase,phrase_translation,difficulty,category,status,created_at,updated_at
"16615","diamond shovel","Diamond Shovel","Diamond Shovel","钻石锹","/ˈdaɪmənd ˈʃʌvəl/","dig with diamond shovel","用钻石锹挖掘","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16616","diamond sword","Diamond Sword","Diamond Sword","钻石剑","/ˈdaɪmənd sɔrd/","fight with diamond sword","用钻石剑战斗","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15829","diamonds!","Diamonds!","Diamonds!","钻石！","/ˈdaɪməndz/","mine diamond","挖掘钻石","intermediate","advancement_minecraft","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15300","dice","dice","dice","骰子","/daɪs/","Roll dice","掷骰子","basic","game","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15487","dictionary","dictionary","dictionary","字典","/ˈdɪkʃəˌneri/","Look up words in dictionary","在字典里查单词","intermediate","learning","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15642","different","different","different","不同","/ˈdɪfərənt/","Different size","不同大小","intermediate","common","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14612","dig","Dig","Dig","挖","/dɪɡ/","dig down","往下挖","basic","verb","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16286","dimensions","Dimensions","Dimensions","维度","/dəˈmɛnʃənz/","three game dimensions","三个游戏维度","intermediate","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15143","dinosaur","dinosaur","dinosaur","恐龙","/dinosaur/","Giant dinosaur","巨大的恐龙","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15949","diorite","Diorite","Diorite","闪长岩","","","","basic","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16152","diorite slab","Diorite Slab","Diorite Slab","闪长岩台阶","/ˈdaɪəraɪt slæb/","diorite slab step","闪长岩台阶","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17031","diorite stairs","dioritestairs","Diorite Stairs","?????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15928","dirt","Dirt","Dirt","泥土","/dɜːrt/","dirt path","土径","basic","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15045","dirty","dirty","dirty","脏的","/dirty/","Dirty shoes","脏脏的鞋","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15700","disagreement","disagreement","disagreement","不同意","/ˌdɪsəˈɡriːmənt/","We have a disagreement","我们有分歧","intermediate","communication","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15664","disappointed","disappointed","disappointed","失望的","/ˌdɪsəˈpɔɪntɪd/","I feel disappointed","我感到失望","advanced","emotion","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16917","disc","Disc","Disc","Disc","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16617","disc fragment","Disc Fragment","Disc Fragment","唱片残片","/dɪsk ˈfræɡmənt/","craft music disc","合成音乐唱片","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15384","discovery","discovery","discovery","发现","/dɪˈskʌvəri/","Amazing discovery","惊人的发现","intermediate","advanced","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15695","discussion","discussion","discussion","讨论","/dɪˈskʌʃən/","Class discussion","课堂讨论","intermediate","communication","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16287","disk","Disk","Disk","圆盘","/dɪsk/","ore generation disk","矿石生成圆盘","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16107","dispenser","Dispenser","Dispenser","发射器","/dɪˈspɛnsər/","dispenser automatic redstone","发射器自动红石","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17499","divide","divide","divide","除","/dɪˈvaɪd/","Divide by three","除以","intermediate","math","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15396","division","division","division","除法","/dɪˈvɪʒən/","Long division","长除法","intermediate","math","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15598","do","do","do","做","/duː/","Do homework","做作业","basic","verb","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15246","doctor","doctor","doctor","医生","/ˈdɑːktər/","Kind doctor","善良的医生","basic","job","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15765","doctor kit","doctor kit","doctor kit","医生玩具","/ˈdɑːk.tɚ kɪt/","Check my heartbeat with the doctor kit","用医生玩具检查我的心跳","basic","toys","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14696","dog","Dog","Dog","狗","/dɔːɡ/","The loyal dog","忠诚的狗","basic","animal","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15230","doll","Doll","Doll","娃娃","/dɑːl/","love doll","爱娃娃","basic","toy","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15762","dollhouse","dollhouse","dollhouse","玩具屋","/ˈdɑːl.haʊs/","Arrange the furniture in the dollhouse","在玩具屋里摆放家具","basic","toys","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14735","dolphin","Dolphin","dolphin","海豚","/ˈdɒlfɪn/","I love to jump and play!","我喜欢跳跃玩耍！","easy","creature","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16618","dolphin spawn egg","Dolphin Spawn Egg","Dolphin Spawn Egg","海豚刷怪蛋","/ˈdɑlfɪn spɔn ɛɡ/","spawn a dolphin","生成一只海豚","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16716","dolphin's grace","Dolphin's Grace","Dolphin's Grace","海豚的恩惠","/ˈdɑːlfɪnz ɡreɪs/","dolphin's grace effect","海豚的恩惠效果","advanced","positive_effect","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16220","donkey","Donkey","Donkey","驴","/ˈdɑŋki/","pack animal donkey","载货驴子","intermediate","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16619","donkey spawn egg","Donkey Spawn Egg","Donkey Spawn Egg","驴刷怪蛋","/ˈdʌŋki spɔn ɛɡ/","spawn a donkey","生成一头驴","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15217","door","Door","Door","门","/dɔːr/","open door","开门","basic","home","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16765","double","Double","Double","Double","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17032","doubleplant","doubleplant","Doubleplant","Doubleplant","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14653","down","Down","Down","下","/daʊn/","go down","往下走","basic","direction","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15816","dragon","Dragon","Dragon","龙息","","","","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16108","dragon egg","Dragon Egg","Dragon Egg","龙蛋","/ˈdrægən ɛg/","dragon egg trophy","龙蛋奖杯","advanced","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16221","dragon fireball","Dragon Fireball","Dragon Fireball","末影龙火球","/ˈdræɡən ˈfaɪərˌbɔl/","ender dragon attack","末影龙攻击","advanced","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16912","dragon's","Dragon's","Dragon's","Dragon's","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16620","dragon's breath","Dragon's Breath","Dragon's Breath","龙息","/ˈdræɡənz brɛθ/","collect dragon breath","收集龙息","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17033","dragonbreath","dragonbreath","Dragonbreath","Dragonbreath","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17034","dragonegg","dragonegg","Dragonegg","Dragonegg","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15435","dragonfly","dragonfly","dragonfly","蜻蜓","/ˈdræɡənˌflaɪ/","Flying dragonfly","飞翔的蜻蜓","intermediate","animal","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14874","draw","draw","draw","画画","/draw/","Draw a picture","画一幅画","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14933","dress","dress","dress","连衣裙","/dress/","Pretty dress","漂亮的连衣裙","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15751","dress-up clothes","dress-up clothes","dress-up clothes","装扮服装","/ˈdres.ʌp kloʊðz/","Choose an outfit from the dress-up clothes","从装扮服装中选一套衣服","basic","toys","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17035","dried","dried","Dried","Dried","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16472","dried kelp","Dried Kelp","Dried Kelp","干海带","/draɪd kɛlp/","eat dried kelp","吃干海带","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17037","driedkelp","driedkelp","Driedkelp","Driedkelp","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17038","driedkelp block","driedkelpblock","Driedkelp Block","Driedkelp?","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14876","drink","drink","drink","喝水","/drink/","Drink a glass of water","喝一杯水","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16129","dripstone block","Dripstone Block","Dripstone Block","滴水石块","/ˈdrɪpstoʊn blɑk/","cave dripstone block","洞穴滴水石块","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15968","dripstone caves","Dripstone Caves","Dripstone Caves","溶洞","/ˈdrɪpstoʊn keɪvz/","underground dripstone caves","地下滴水石溶洞","advanced","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16288","dripstone cluster","Dripstone Cluster","Dripstone Cluster","滴水石簇","/ˈdrɪpstoʊn ˈklʌstər/","cave dripstone clusters","洞穴滴水石簇","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17500","driver","driver","driver","司机","/ˈdraɪvər/","Bus driver","公交车司机","basic","job","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15610","drop","drop","drop","掉落","/drɑːp/","Don't drop","不要掉落","basic","verb","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16109","dropper","Dropper","Dropper","投掷器","/ˈdrɑpər/","dropper item transport","投掷器物品传输","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15325","drought","drought","drought","干旱","/draʊt/","Long drought","长期干旱","advanced","weather","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16222","drowned","Drowned","Drowned","溺尸","/draʊnd/","underwater zombie drowned","水下僵尸溺尸","intermediate","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16473","drowned spawn egg","Drowned Spawn Egg","Drowned Spawn Egg","溺尸刷怪蛋","/draʊnd spɔn ɛɡ/","spawn a drowned","生成一只溺尸","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14694","drowning","Drowning","Drowning","溺水","/ˈdraʊnɪŋ/","I'm drowning","我要淹死了","intermediate","emergency","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15253","drum","drum","drum","鼓","/drʌm/","Beat the drum","敲鼓","basic","art","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14767","dry","dry","dry","干的","/dry/","Dry towel","干燥的毛巾","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17048","dubnium","dubnium","Dubnium","Dubnium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14719","duck","Duck","Duck","鸭","/dʌk/","A duck swims in the pond","一只鸭子在池塘游泳","basic","animal","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17501","dull","dull","dull","暗淡","/dʌl/","Dull color","暗淡的颜色","basic","color","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16474","dune armor trim smithing template","Dune Armor Trim Smithing Template","Dune Armor Trim Smithing Template","沙丘盔甲纹饰锻造模板","/dun ˈɑrmər trɪm ˈsmɪθɪŋ ˈtɛmpleɪt/","dune armor trim decoration","沙丘盔甲纹饰装饰","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16289","dungeon","Dungeon","Dungeon","地牢","/ˈdʌndʒən/","monster spawner dungeon","刷怪笼地牢","intermediate","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14670","durability","Durability","Durability","耐久度","/ˌdʊrəˈbɪləti/","low durability","低耐久度","intermediate","game","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16726","duration","Duration","Duration","持续时间","/duˈreɪʃən/","effect duration timer","效果持续时间计时器","basic","game_mechanic","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14682","dusk","Dusk","Dusk","黄昏","/dʌsk/","dusk time","黄昏时分","intermediate","time","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16868","dust","Dust","Dust","?","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16871","dye","dye"," Dye","??","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17120","dysprosium","dysprosium","Dysprosium","Dysprosium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15644","each","each","each","每一个","/iːtʃ/","Each child","每一个孩子","intermediate","common","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15015","eagle","eagle","eagle","鹰","/eagle/","Flying eagle","飞翔的鹰","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14910","ear","ear","ear","耳朵","/ear/","Touch your ear","摸摸你的耳朵","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14949","earmuffs","earmuffs","earmuffs","耳罩","/earmuffs/","Wear earmuffs","戴耳罩","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14911","ears","ears","ears","耳朵（复数）","/ears/","Rabbit's long ears","兔子的长耳朵","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15006","earth","earth","earth","地球","/earth/","Beautiful earth","美丽的地球","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15323","earthquake","earthquake","earthquake","地震","/ˈɜːrθkweɪk/","Strong earthquake","强烈地震","advanced","weather","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14650","east","East","East","东","/iːst/","go east","往东走","basic","direction","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15046","easy","easy","easy","容易的","/easy/","Easy blocks","简单的积木","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15237","eat","Eat","Eat","吃","/iːt/","eat breakfast","吃早餐","basic","action","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14869","eat lunch","eat lunch","eat lunch","吃午饭","/eat lunch/","Eat lunch","吃午饭","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16475","echo shard","Echo Shard","Echo Shard","回响碎片","/ˈɛkoʊ ʃɑrd/","craft recovery compass","合成追溯指针","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15498","ecosystem","ecosystem","ecosystem","生态系统","/ˈiːkoʊsɪstəm/","Forest ecosystem","森林生态系统","advanced","biology","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16725","effect","Effect","Effect","效果","/ɪˈfekt/","status effect duration","状态效果持续时间","basic","game_mechanic","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16186","efficiency","Efficiency","Efficiency","效率","/ɪˈfɪʃənsi/","efficiency pickaxe","效率镐","basic","enchantment_tool","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14954","egg","egg","egg","鸡蛋","/egg/","White egg","白色的鸡蛋","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14825","eight","eight","eight","八","/eight/","Eight legs","八条腿","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15105","eighteen","eighteen","eighteen","十八","/eighteen/","Eighteen apples","十八个苹果","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17154","einsteinium","einsteinium","Einsteinium","Einsteinium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15648","either","either","either","任一","/ˈiːðər/","Either way","任一方式","advanced","common","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14917","elbow","elbow","elbow","肘部","/elbow/","Bend the elbow","弯曲肘部","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15797","elder","Elder","Elder","远古守卫者","","","","advanced","mob","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16223","elder guardian","Elder Guardian","Elder Guardian","远古守卫者","/ˈɛldər ˈɡɑrdiən/","ocean monument guardian","海底神殿守卫者","advanced","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16476","elder guardian spawn egg","Elder Guardian Spawn Egg","Elder Guardian Spawn Egg","远古守卫者刷怪蛋","/ˈɛldər ˈɡɑrdiən spɔn ɛɡ/","spawn elder guardian","生成远古守卫者","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17039","elderguardian spawn egg","elderguardianspawnegg","Elderguardian Spawn Egg","Elderguardian???","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15486","electricity","electricity","electricity","电","/ɪˌlekˈtrɪsəti/","Turn on electricity","打开电源","intermediate","science","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15510","element","element","element","元素","/ˈeləmənt/","Chemical element","化学元素","intermediate","chemistry","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14698","elephant","Elephant","Elephant","象","/ˈelɪfənt/","The gentle giant","温柔的巨人","basic","animal","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14826","eleven","eleven","eleven","十一","/eleven/","Eleven people","十一个人","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15774","elytra","Elytra","Elytra","鞘翅","/ˈelaɪtrə/","flying elytra","飞行鞘翅","advanced","equipment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16290","embankment","Embankment","Embankment","堤岸","/ɪmˈbæŋkmənt/","river embankment shore","河流堤岸岸边","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15688","embarrassed","embarrassed","embarrassed","尴尬的","/ɪmˈbærəst/","I feel embarrassed","我感到尴尬","intermediate","emotion","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16405","emerald","Emerald","Emerald","绿宝石","/ˈemərəld/","trade emerald","交易绿宝石","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17155","emerald block","emeraldblock","Emerald Block","Emerald?","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16110","emerald ore","Emerald Ore","Emerald Ore","绿宝石矿石","/ˈɛmərəld ɔr/","emerald ore mountain","绿宝石矿石山地","advanced","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17502","emergency","emergency","emergency","紧急情","/ɪˈmɜːrdʒənsi/","Emergency meeting","紧急会","advanced","abstract","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15213","emergency meeting!","Emergency meeting!","Emergency meeting!","紧急集合！","","Emergency meeting!","紧急集合！","basic","emergencies","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14644","empty","Empty","Empty","空的","/ˈempti/","empty chest","空箱子","basic","adjective","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16477","empty map","Empty Map","Empty Map","空地图","/ˈɛmpti mæp/","create empty map","制作空地图","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17156","emptymap","emptymap","Emptymap","Emptymap","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14630","enchant","Enchant","Enchant","附魔","/ɪnˈtʃænt/","enchant sword","给剑附魔","advanced","verb","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15819","enchanted","Enchanted","Enchanted","附魔金苹果","","","","advanced","food","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16478","enchanted book","Enchanted Book","Enchanted Book","附魔书","/ɪnˈtʃæntɪd bʊk/","apply enchanted book","使用附魔书","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16479","enchanted golden apple","Enchanted Golden Apple","Enchanted Golden Apple","附魔金苹果","/ɪnˈtʃæntɪd ˈɡoʊldən ˈæpəl/","eat enchanted golden apple","吃附魔金苹果","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15832","enchanter","Enchanter","Enchanter","魔法师","/ɪnˈtʃæntər/","enchant item","附魔物品","intermediate","advancement_minecraft","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16807","enchanting","enchanting","Enchanting","Enchanting","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16291","enchanting library","Enchanting Library","Enchanting Library","附魔用图书馆","/ɪnˈtʃæntɪŋ ˈlaɪbrɛri/","enchanting table library","附魔台图书馆","intermediate","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15781","enchanting table","Enchanting Table","Enchanting Table","附魔台","/ɪnˈtʃæntɪŋ ˈteɪbəl/","enchanting table bookshelf","附魔台书架","advanced","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17157","enchantingtable","enchantingtable","Enchantingtable","Enchantingtable","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16806","enchantment","Enchantment","Enchantment","Enchantment","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15706","encouragement","encouragement","encouragement","鼓励","/ɪnˈkɜːrɪdʒmənt/","Words of encouragement","鼓励的话语","intermediate","social","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15818","end","End","End","末影水晶","","","","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15969","end barrens","End Barrens","End Barrens","末地荒地","/ɛnd ˈbærənz/","end dimension barrens","末地维度荒地","advanced","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17158","end brick stairs","endbrickstairs","End Brick Stairs","??Brick??","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17159","end bricks","endbricks","End Bricks","????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16292","end city","End City","End City","末地城","/ɛnd ˈsɪti/","end dimension city","末地维度城市","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16480","end crystal","End Crystal","End Crystal","末地水晶","/ɛnd ˈkrɪstəl/","place end crystal","放置末地水晶","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16293","end gateway","End Gateway","End Gateway","末地折跃门","/ɛnd ˈɡeɪtˌweɪ/","end gateway portal","末地折跃门传送门","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15970","end highlands","End Highlands","End Highlands","末地高地","/ɛnd ˈhaɪləndz/","end city highlands","末地城高地","advanced","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15971","end midlands","End Midlands","End Midlands","末地内陆","/ɛnd ˈmɪdlændz/","end dimension midlands","末地维度内陆","advanced","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16294","end portal","End Portal","End Portal","末地传送门","/ɛnd ˈpɔrtəl/","stronghold end portal","要塞末地传送门","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16687","end portal frame","End Portal Frame","End Portal Frame","末地传送门框架","/ɛnd ˈpɔrtəl freɪm/","build end portal","建造末地传送门","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16295","end ship","End Ship","End Ship","末地船","/ɛnd ʃɪp/","end city floating ship","末地城浮空船","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16111","end stone","End Stone","End Stone","末地石","/ɛnd stoʊn/","end stone dimension","末地石维度","advanced","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17160","endcrystal","endcrystal","Endcrystal","Endcrystal","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16814","ender","Ender","Ender","??","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16112","ender chest","Ender Chest","Ender Chest","末影箱","/ˈɛndər tʃɛst/","ender chest storage","末影箱存储","advanced","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16224","ender crystal","Ender Crystal","Ender Crystal","末地水晶","/ˈɛndər ˈkrɪstəl/","end crystal healing","末地水晶治疗","advanced","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15773","ender dragon","Dragon","Ender Dragon","末影龙","/ˈdræɡən/","final boss","最终Boss","advanced","boss","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16225","ender dragon part","Ender Dragon Part","Ender Dragon Part","末影龙部件","/ˈɛndər ˈdræɡən pɑrt/","dragon body part","龙身体部件","advanced","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16481","ender dragon spawn egg","Ender Dragon Spawn Egg","Ender Dragon Spawn Egg","末影龙刷怪蛋","/ˈɛndər ˈdræɡən spɔn ɛɡ/","spawn ender dragon","生成末影龙","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16657","ender eye","Ender Eye","Ender Eye","末影之眼","/ˈɛndər aɪ/","activate end portal","激活末地传送门","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
